,batsman,total_runs,total_balls,fours,sixes,strike_rate,wicket_taken,season,stadium,team,opposing_team
17,Rashid Khan,15,5,2,1,300.00,not out,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
18,Rashid Khan,6,13,1,0,46.15,retired out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
19,Rashid Khan,0,2,0,0,0.00,st ï¿½Mohammad Rizwan b Usama Mir,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
0,Mohammad Rizwan (c)ï¿½,71,53,8,2,133.96,b Mohammad Wasim,2021,"National Stadium, Karachi",Multan Sultans,Islamabad United
1,Mohammad Rizwan (c)ï¿½,41,28,3,2,146.42,c Imam-ul-Haq b Mohammad Imran,2021,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
2,Mohammad Rizwan (c)ï¿½,76,49,12,0,155.10,c Haris Rauf b Shaheen Shah Afridi,2021,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
3,Mohammad Rizwan (c)ï¿½,43,32,5,0,134.37,c Mohammad Nabi b Arshad Iqbal,2021,"National Stadium, Karachi",Multan Sultans,Karachi Kings
4,Mohammad Rizwan (c)ï¿½,66,50,7,2,132.00,c Mohammad Hasnain b Zahid Mahmood,2021,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
5,Mohammad Rizwan (c)ï¿½,29,23,2,1,126.08,run out (Najibullah Zadran/ï¿½Walton),2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
6,Mohammad Rizwan (c)ï¿½,82,56,9,2,146.42,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Peshawar Zalmi
7,Mohammad Rizwan (c)ï¿½,21,23,1,0,91.30,b Khurram Shahzad,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Quetta Gladiators
8,Mohammad Rizwan (c)ï¿½,15,20,3,0,75.00,c ï¿½Dunk b Haris Rauf,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Lahore Qalandars
9,Mohammad Rizwan (c)ï¿½,26,24,4,0,108.33,c Mohammad Wasim b Fawad Ahmed,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
10,Mohammad Rizwan (c)ï¿½,0,3,0,0,0.00,c ï¿½Muhammad Akhlaq b Akif Javed,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
11,Mohammad Rizwan (c)ï¿½,30,30,2,1,100.00,c ï¿½Kamran Akmal b Mohammad Imran,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Peshawar Zalmi
12,Mohammad Rizwan (c)ï¿½,52,47,5,1,110.63,not out,2022,"National Stadium, Karachi",Multan Sultans,Karachi Kings
13,Mohammad Rizwan (c)ï¿½,69,42,6,3,164.28,b Shaheen Shah Afridi,2022,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
14,Mohammad Rizwan (c)ï¿½,0,2,0,0,0.00,c Duckett b Mohammad Hasnain,2022,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
15,Mohammad Rizwan (c)ï¿½,12,11,2,0,109.09,run out (Mohammad Wasim),2022,"National Stadium, Karachi",Multan Sultans,Islamabad United
16,Mohammad Rizwan (c)ï¿½,82,53,8,1,154.71,c Mahmood b Salman Irshad,2022,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
17,Mohammad Rizwan (c)ï¿½,34,34,2,0,100.00,lbw b Wahab Riaz,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Peshawar Zalmi
18,Mohammad Rizwan (c)ï¿½,20,27,1,0,74.07,b Rashid Khan,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
19,Mohammad Rizwan (c)ï¿½,76,56,8,0,135.71,c Qasim Akram b Jordan,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Karachi Kings
20,Mohammad Rizwan (c)ï¿½,83,54,7,3,153.70,not out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Quetta Gladiators
21,Mohammad Rizwan (c)ï¿½,51,42,2,1,121.42,not out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Islamabad United
22,Mohammad Rizwan (c)ï¿½,53,51,3,0,103.92,not out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
23,Mohammad Rizwan (c)ï¿½,14,12,3,0,116.66,b Mohammad Hafeez,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
24,Mohammad Rizwan (c)ï¿½,75,50,8,1,150.00,b Shaheen Shah Afridi,2023,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars
25,Mohammad Rizwan (c)ï¿½,28,34,2,0,82.35,not out,2023,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
26,Mohammad Rizwan (c)ï¿½,66,42,9,1,157.14,c ï¿½Mohammad Haris b Sufiyan Muqeem,2023,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
27,Mohammad Rizwan (c)ï¿½,50,38,5,1,131.57,lbw b Shadab Khan,2023,Multan Cricket Stadium,Multan Sultans,Islamabad United
28,Mohammad Rizwan (c)ï¿½,110,64,10,4,171.87,not out,2023,Multan Cricket Stadium,Multan Sultans,Karachi Kings
29,Mohammad Rizwan (c)ï¿½,29,25,3,0,116.00,c Tayyab Tahir b Shoaib Malik,2023,"National Stadium, Karachi",Multan Sultans,Karachi Kings
30,Mohammad Rizwan (c)ï¿½,30,27,2,1,111.11,lbw b Sikandar Raza,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
31,Mohammad Rizwan (c)ï¿½,33,18,1,3,183.33,c ï¿½Azam Khan b Shadab Khan,2023,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United
32,Mohammad Rizwan (c)ï¿½,7,6,0,1,116.66,c Mohammad Haris b Arshad Iqbal,2023,Rawalpindi Cricket Stadium,Multan Sultans,Peshawar Zalmi
33,Mohammad Rizwan (c)ï¿½,55,29,6,2,189.65,c Omair Yousuf b Qais Ahmad,2023,Rawalpindi Cricket Stadium,Multan Sultans,Quetta Gladiators
34,Mohammad Rizwan (c)ï¿½,33,29,3,0,113.79,b Rashid Khan,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
35,Mohammad Rizwan (c)ï¿½,34,23,5,0,147.82,c Wiese b Rashid Khan,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
36,Mohammad Rizwan (c)ï¿½,11,12,2,0,91.66,lbw b Mir Hamza,2024,Multan Cricket Stadium,Multan Sultans,Karachi Kings
37,Mohammad Rizwan (c)ï¿½,43,33,6,2,130.30,lbw b Shadab Khan,2024,Multan Cricket Stadium,Multan Sultans,Islamabad United
38,Mohammad Rizwan (c)ï¿½,82,59,9,3,138.98,c Linde b Zaman Khan,2024,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars
39,Mohammad Rizwan (c)ï¿½,0,3,0,0,0.00,c ï¿½Mohammad Haris b Wood,2024,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
40,Mohammad Rizwan (c)ï¿½,51,42,2,4,121.42,c Saud Shakeel b Hosein,2024,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
41,Mohammad Rizwan (c)ï¿½,32,24,2,1,133.33,run out (Aamer Jamal),2024,Rawalpindi Cricket Stadium,Multan Sultans,Peshawar Zalmi
42,Mohammad Rizwan (c)ï¿½,20,17,2,1,117.64,lbw b Faheem Ashraf,2024,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United
43,Mohammad Rizwan (c)ï¿½,69,47,1,4,146.80,c Rossouw b Mohammad Amir,2024,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
44,Mohammad Rizwan (c)ï¿½,15,21,1,0,71.42,c Saim Ayub b Aamer Jamal,2024,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
45,Mohammad Rizwan (c)ï¿½,26,26,3,0,100.00,c Guptill b Shadab Khan,2024,"National Stadium, Karachi",Multan Sultans,Islamabad United
0,Dale Steyn,0,2,0,0,0.00,not out,2021,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
1,Dale Steyn,0,0,0,0,-,not out,2021,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
0,Mujeeb Ur Rahman,0,0,0,0,-,not out,2021,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
1,Mujeeb Ur Rahman,1,1,0,0,100.00,not out,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
2,Mujeeb Ur Rahman,2,2,0,0,100.00,c Shadab Khan b Hasan Ali,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
0,Paul Stirling,1,2,0,0,50.00,b Wahab Riaz,2021,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
1,Paul Stirling,56,33,8,2,169.69,b Zahid Mahmood,2021,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
2,Paul Stirling,57,25,7,3,228.00,run out (Wahab Riaz),2022,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
3,Paul Stirling,19,10,4,0,190.00,c Anwar Ali b Willey,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
4,Paul Stirling,58,28,7,3,207.14,c Sohail Tanvir b Mohammad Nawaz,2022,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
5,Paul Stirling,14,10,2,1,140.00,c ï¿½Salt b Haris Rauf,2022,"National Stadium, Karachi",Islamabad United,Lahore Qalandars
6,Paul Stirling,39,30,3,2,130.00,b Mohammad Nabi,2022,"National Stadium, Karachi",Islamabad United,Karachi Kings
7,Paul Stirling,13,10,1,1,130.00,c Haris Rauf b Shaheen Shah Afridi,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
8,Paul Stirling,4,7,0,0,57.14,lbw b Muhammad Musa,2023,"National Stadium, Karachi",Islamabad United,Karachi Kings
9,Paul Stirling,5,5,1,0,100.00,c Miller b Mohammad Ilyas,2023,Multan Cricket Stadium,Islamabad United,Multan Sultans
0,Mohammad Wasim,1,2,0,0,50.00,c ï¿½Kamran Akmal b Mahmood,2021,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
1,Mohammad Wasim,10,5,1,1,200.00,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars
2,Mohammad Wasim,4,4,0,0,100.00,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars
3,Mohammad Wasim,0,0,0,0,-,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Multan Sultans
4,Mohammad Wasim,13,8,1,1,162.50,lbw b Imran Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Multan Sultans
5,Mohammad Wasim,17,11,0,2,154.54,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi
6,Mohammad Wasim,3,5,0,0,60.00,b Willey,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
7,Mohammad Wasim,12,2,0,2,600.00,not out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
8,Mohammad Wasim,12,14,2,0,85.71,lbw b Rashid Khan,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
9,Mohammad Wasim,5,7,0,0,71.42,run out (Abdullah Shafique/ï¿½Salt),2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
10,Mohammad Wasim,0,1,0,0,0.00,c ï¿½Mohammad Rizwan b Abbas Afridi,2023,Multan Cricket Stadium,Islamabad United,Multan Sultans
11,Mohammad Wasim,16,7,1,1,228.57,lbw b Anwar Ali,2023,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
12,Mohammad Wasim,8,11,1,0,72.72,c ï¿½Billings b Haris Rauf,2023,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
13,Mohammad Wasim,14,11,3,0,127.27,not out,2023,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
14,Mohammad Wasim,4,2,1,0,200.00,c Kohler-Cadmore b Salman Irshad,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
15,Mohammad Wasim,1,2,0,0,50.00,b Shadab Khan,2024,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United
16,Mohammad Wasim,1,2,0,0,50.00,c Aftab Ibrahim b Willey,2024,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
17,Mohammad Wasim,7,2,0,1,350.00,not out,2024,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
18,Mohammad Wasim,11,13,0,1,84.61,b Usama Mir,2024,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
19,Mohammad Wasim,6,10,0,0,60.00,b Faheem Ashraf,2024,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
0,Arshad Iqbal,0,1,0,0,0.00,not out,2021,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars
1,Arshad Iqbal,2,2,0,0,100.00,not out,2023,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
2,Arshad Iqbal,2,6,0,0,33.33,not out,2023,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
3,Arshad Iqbal,1,2,0,0,50.00,b Zaman Khan,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
0,Rohail Nazir ï¿½,34,28,4,1,121.42,c Naseem Shah b Steyn,2021,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
1,Rohail Nazir ï¿½,8,5,2,0,160.00,c Fakhar Zaman b Faulkner,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars
2,Rohail Nazir ï¿½,1,3,0,0,33.33,lbw b Faulkner,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars
3,Rohail Nazir ï¿½,21,12,4,0,175.00,c Shan Masood b Muzarabani,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Multan Sultans
4,Rohail Nazir ï¿½,18,12,3,0,150.00,c Wiese b Zaman Khan,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
0,Usman Khan,81,50,10,3,162.00,lbw b Imran Tahir,2021,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
1,Usman Khan,14,19,2,0,73.68,b Shadab Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
2,Usman Khan,28,23,2,1,121.73,c Shoaib Malik b Allen,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
3,Usman Khan,0,4,0,0,0.00,c David b Faulkner,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Lahore Qalandars
4,Usman Khan,12,14,2,0,85.71,run out (Imran Tahir/Rossouw),2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Multan Sultans
5,Usman Khan,15,13,0,1,115.38,c Imad Wasim b Mohammad Ilyas,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Karachi Kings
6,Usman Khan,0,1,0,0,0.00,lbw b Zaman Khan,2023,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars
7,Usman Khan,120,43,12,9,279.06,st ï¿½Umar Akmal b Mohammad Nawaz,2023,Rawalpindi Cricket Stadium,Multan Sultans,Quetta Gladiators
8,Usman Khan,29,28,4,0,103.57,b Haris Rauf,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
9,Usman Khan,18,12,4,0,150.00,b Wiese,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
10,Usman Khan,14,7,3,0,200.00,st ï¿½Sarfaraz Ahmed b Abrar Ahmed,2024,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
11,Usman Khan,100,50,15,3,200.00,not out,2024,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United
12,Usman Khan,21,23,3,0,91.30,b Abrar Ahmed,2024,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
13,Usman Khan,36,28,3,0,128.57,not out,2024,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
14,Usman Khan,57,40,7,1,142.50,c sub (JM Cox) b Shadab Khan,2024,"National Stadium, Karachi",Multan Sultans,Islamabad United
0,Shahnawaz Dahani,0,1,0,0,0.00,c du Plessis b Steyn,2021,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
1,Shahnawaz Dahani,0,0,0,0,-,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
2,Shahnawaz Dahani,6,8,1,0,75.00,not out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
3,Shahnawaz Dahani,0,1,0,0,0.00,not out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
4,Shahnawaz Dahani,0,1,0,0,0.00,b Naveen-ul-Haq,2024,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
0,Usman Khawaja,18,17,2,0,105.88,c Faulkner b Haris Rauf,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars
1,Usman Khawaja,40,27,6,1,148.14,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Quetta Gladiators
2,Usman Khawaja,0,3,0,0,0.00,c ï¿½Dunk b Shaheen Shah Afridi,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars
3,Usman Khawaja,12,16,1,0,75.00,c Arshad Iqbal b Abbas Afridi,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Karachi Kings
4,Usman Khawaja,70,40,9,1,175.00,c Khushdil Shah b Sohail Tanvir,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Multan Sultans
5,Usman Khawaja,1,2,0,0,50.00,run out (Shoaib Malik),2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi
0,Tim David,23,15,1,1,153.33,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Islamabad United
1,Tim David,64,36,3,5,177.77,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
2,Tim David,3,8,0,0,37.50,c Iftikhar Ahmed b Shadab Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Islamabad United
3,Tim David,46,27,4,3,170.37,c ï¿½Sarfaraz Ahmed b Usman Shinwari,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Quetta Gladiators
4,Tim David,34,14,2,3,242.85,c Danish Aziz b Abbas Afridi,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Karachi Kings
5,Tim David,10,8,1,0,125.00,b Imran Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Multan Sultans
6,Tim David,12,10,0,1,120.00,not out,2022,"National Stadium, Karachi",Multan Sultans,Karachi Kings
7,Tim David,1,3,0,0,33.33,c Abdullah Shafique b Shaheen Shah Afridi,2022,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
8,Tim David,28,16,1,2,175.00,not out,2022,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
9,Tim David,71,29,6,6,244.82,c ï¿½Azam Khan b Mohammad Wasim,2022,"National Stadium, Karachi",Multan Sultans,Islamabad United
10,Tim David,51,19,2,6,268.42,not out,2022,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
11,Tim David,34,18,2,3,188.88,c Mahmood b Wahab Riaz,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Peshawar Zalmi
12,Tim David,24,12,3,1,200.00,c Fakhar Zaman b Zaman Khan,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
13,Tim David,13,7,2,0,185.71,c Clarke b Mir Hamza,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Karachi Kings
14,Tim David,0,0,0,0,-,not out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Quetta Gladiators
15,Tim David,17,12,2,1,141.66,c Nasir Nawaz b Zahid Mahmood,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Islamabad United
16,Tim David,27,17,2,1,158.82,c Fakhar Zaman b Shaheen Shah Afridi,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
17,Tim David,60,27,4,5,222.22,c Shadab Khan b Mohammad Wasim,2023,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United
18,Tim David,2,3,0,0,66.66,b Azmatullah Omarzai,2023,Rawalpindi Cricket Stadium,Multan Sultans,Peshawar Zalmi
19,Tim David,43,25,1,4,172.00,not out,2023,Rawalpindi Cricket Stadium,Multan Sultans,Quetta Gladiators
20,Tim David,22,15,1,1,146.66,not out,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
21,Tim David,20,16,3,0,125.00,c Wiese b Shaheen Shah Afridi,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
0,Rahmanullah Gurbaz,3,4,0,0,75.00,st ï¿½Walton b Imad Wasim,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
1,Rahmanullah Gurbaz,27,16,1,2,168.75,not out,2022,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
2,Rahmanullah Gurbaz,15,13,1,1,115.38,c Willey b Khushdil Shah,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
3,Rahmanullah Gurbaz,19,13,2,1,146.15,b Naseem Shah,2022,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
4,Rahmanullah Gurbaz,12,5,0,2,240.00,c Babar Azam b Imad Wasim,2022,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings
5,Rahmanullah Gurbaz,46,19,3,5,242.10,c Livingstone b Salman Irshad,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
6,Rahmanullah Gurbaz,20,11,2,1,181.81,c Fakhar Zaman b Shaheen Shah Afridi,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
7,Rahmanullah Gurbaz,62,31,7,4,200.00,c Kohler-Cadmore b Usman Qadir,2023,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
8,Rahmanullah Gurbaz,8,8,0,1,100.00,c Iftikhar Ahmed b Mohammad Hasnain,2023,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
9,Rahmanullah Gurbaz,23,17,2,1,135.29,c Fakhar Zaman b Zaman Khan,2023,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
10,Rahmanullah Gurbaz,0,2,0,0,0.00,lbw b Naseem Shah,2023,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
11,Rahmanullah Gurbaz,25,14,5,0,178.57,c Mohammad Ilyas b Anwar Ali,2023,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
12,Rahmanullah Gurbaz,15,15,1,1,100.00,c Haris Rauf b Zaman Khan,2023,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
13,Rahmanullah Gurbaz,10,7,1,1,142.85,c Mujeeb Ur Rahman b Azmatullah Omarzai,2023,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
0,Shimron Hetmyer,7,9,0,0,77.77,c Waqas Maqsood b Perera,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
0,Martin Guptill,11,16,1,0,68.75,b Imran Tahir,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Multan Sultans
1,Martin Guptill,6,4,1,0,150.00,b Mohammad Wasim,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Islamabad United
2,Martin Guptill,4,7,1,0,57.14,c ï¿½Kamran Akmal b Sameen Gul,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
3,Martin Guptill,43,31,2,3,138.70,b Ahmed Daniyal,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Lahore Qalandars
4,Martin Guptill,5,5,1,0,100.00,c Hassan Khan b Arish Ali,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators
5,Martin Guptill,0,3,0,0,0.00,c ï¿½Kamran Akmal b Umaid Asif,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
6,Martin Guptill,7,6,1,0,116.66,c Pollard b Sameen Gul,2023,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
7,Martin Guptill,117,67,12,5,174.62,c Irfan Khan b Aamer Yamin,2023,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
8,Martin Guptill,12,16,2,0,75.00,c sub (Aamer Jamal) b Neesham,2023,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
9,Martin Guptill,15,18,1,0,83.33,c Mirza Baig b Wiese,2023,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
10,Martin Guptill,0,1,0,0,0.00,b Fazalhaq Farooqi,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
11,Martin Guptill,15,20,1,0,75.00,c Abdullah Shafique b Wiese,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
12,Martin Guptill,86,56,9,4,153.57,not out,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
13,Martin Guptill,21,8,3,1,262.50,c & b Wahab Riaz,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
14,Martin Guptill,37,14,2,4,264.28,c ï¿½Mohammad Rizwan b Ihsanullah,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Multan Sultans
15,Martin Guptill,56,47,5,1,119.14,c Roy b Mohammad Wasim,2024,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
16,Martin Guptill,34,21,5,1,161.90,c Babar Azam b Khurram Shahzad,2024,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
17,Martin Guptill,50,32,4,3,156.25,run out (Iftikhar Ahmed/ï¿½Mohammad Rizwan),2024,"National Stadium, Karachi",Islamabad United,Multan Sultans
0,Najibullah Zadran,11,6,0,1,183.33,lbw b Imran Tahir,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Multan Sultans
1,Najibullah Zadran,71,42,5,4,169.04,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Islamabad United
2,Najibullah Zadran,17,27,1,0,62.96,c Haider Ali b Abrar Ahmed,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
3,Najibullah Zadran,0,1,0,0,0.00,c ï¿½Dunk b Mohammad Hafeez,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Lahore Qalandars
4,Najibullah Zadran,12,13,0,1,92.30,b Arish Ali,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators
5,Najibullah Zadran,59,34,5,3,173.52,b Rumman Raees,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
6,Najibullah Zadran,1,3,0,0,33.33,c Tayyab Tahir b Shamsi,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
0,Qasim Akram,10,3,1,1,333.33,c Sohaib Maqsood b Imran Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Multan Sultans
1,Qasim Akram,51,26,6,1,196.15,not out,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Islamabad United
