batsman,total_runs,total_balls,fours,sixes,strike_rate,match_captain,wicket_type,dismissed_by,season,venue,team_name,opponent_team
Rovman Powell,0,3,0,0,0.0,0,catch,Hunain Shah,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Rovman Powell,23,15,1,2,153.33,0,not out,not out,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Multan Sultans
Rovman Powell,28,25,4,0,112.0,0,not out,not out,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Rovman Powell,30,18,3,0,166.66,0,run out,run out,2024,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Rovman Powell,12,11,1,0,109.09,0,catch,Jordan,2024,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Rovman Powell,2,7,0,0,28.57,0,catch,McCoy,2024,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Fabian Allen,0,2,0,0,0.0,0,lbw,Rashid Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Lahore Qalandars
Fabian Allen,0,0,0,0,0.0,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Quetta Gladiators
Fabian Allen,3,4,0,0,75.0,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans
Jake Weatherald,43,35,3,2,122.85,0,bowled,Akif Javed,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Jake Weatherald,13,8,1,1,162.5,0,catch,Umaid Asif,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
Jake Weatherald,48,41,8,1,117.07,0,bowled,Mohammad Hafeez,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Lahore Qalandars
Jake Weatherald,19,10,1,2,190.0,0,catch,Imran Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Multan Sultans
Jake Weatherald,25,24,3,1,104.16,0,bowled,Arshad Iqbal,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Karachi Kings
Jack Wildermuth,9,12,0,0,75.0,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Jack Wildermuth,8,6,1,0,133.33,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Karachi Kings
Khurram Shahzad,1,6,0,0,16.66,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
Khurram Shahzad,11,20,0,0,55.0,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
Khurram Shahzad,0,1,0,0,0.0,0,lbw,Imran Tahir,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Multan Sultans
Khurram Shahzad,0,2,0,0,0.0,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Khurram Shahzad,2,4,0,0,50.0,0,catch,Ihsanullah,2023,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Khurram Shahzad,11,15,1,0,73.33,0,not out,not out,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Zahir Khan,6,3,1,0,200.0,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
Zahir Khan,6,5,1,0,120.0,0,catch,Shahnawaz Dahani,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Multan Sultans
Zahir Khan,0,1,0,0,0.0,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Zeeshan Ashraf,1,2,0,0,50.0,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Islamabad United
Zeeshan Ashraf,16,18,0,1,88.88,0,catch,Khurram Shahzad,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Quetta Gladiators
Muhammad Akhlaq,1,2,0,0,50.0,0,bowled,Waqas Maqsood,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Karachi Kings
Muhammad Akhlaq,26,15,3,2,173.33,0,catch,Shahnawaz Dahani,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Multan Sultans
Muhammad Akhlaq,10,9,2,0,111.11,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Multan Sultans
Muhammad Akhlaq,7,5,1,0,140.0,0,catch,Mohammad Imran,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi
Muhammad Akhlaq,51,36,5,2,141.66,0,catch,Haris Rauf,2023,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Muhammad Akhlaq,24,13,3,2,184.61,0,catch,Wood,2024,"Gaddafi Stadium, Lahore",Karachi Kings,Peshawar Zalmi
Muhammad Akhlaq,7,10,1,0,70.0,0,catch,Jahandad Khan,2024,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Abbas Afridi,27,18,1,3,150.0,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
Abbas Afridi,5,4,1,0,125.0,0,catch,Mahmood,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Peshawar Zalmi
Abbas Afridi,1,1,0,0,100.0,0,run out,run out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Abbas Afridi,2,5,0,0,40.0,0,lbw,Shoaib Malik,2023,"National Stadium, Karachi",Multan Sultans,Karachi Kings
Abbas Afridi,4,1,1,0,400.0,0,not out,not out,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Abbas Afridi,17,6,2,1,283.33,0,not out,not out,2023,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Abbas Afridi,11,6,2,0,183.33,0,catch,Wood,2024,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
Abbas Afridi,1,2,0,0,50.0,0,run out,run out,2024,"National Stadium, Karachi",Multan Sultans,Islamabad United
Noor Ahmad,0,0,0,0,0.0,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
Noor Ahmad,13,7,2,0,185.71,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Noor Ahmad,0,2,0,0,0.0,0,catch,Wahab Riaz,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Noor Ahmad,8,4,0,1,200.0,0,bowled,Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
Hazratullah Zazai,63,26,8,4,242.3,0,bowled,Imad Wasim,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Karachi Kings
Hazratullah Zazai,0,1,0,0,0.0,0,catch,Akif Javed,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Islamabad United
Hazratullah Zazai,77,38,10,5,202.63,0,catch,Perera,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Karachi Kings
Hazratullah Zazai,66,44,6,4,150.0,0,bowled,Mohammad Wasim,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Islamabad United
Hazratullah Zazai,6,5,0,1,120.0,0,catch,Muzarabani,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans
Hazratullah Zazai,0,3,0,0,0.0,0,bowled,Shaheen Shah Afridi,2022,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Hazratullah Zazai,41,27,5,2,151.85,0,catch,Umaid Asif,2022,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Hazratullah Zazai,43,32,5,1,134.37,0,catch,Imran Tahir,2022,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Hazratullah Zazai,52,42,6,1,123.8,0,catch,Qasim Akram,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Hazratullah Zazai,1,4,0,0,25.0,0,lbw,Naseem Shah,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Hazratullah Zazai,13,12,2,0,108.33,0,catch,Dawson,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United
Hazratullah Zazai,20,16,3,0,125.0,0,catch,Mohammad Hafeez,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
Usman Khawaja,105,56,13,3,187.5,1,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi
Brandon King,46,22,5,3,209.09,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi
Brandon King,5,7,1,0,71.42,0,bowled,Usman Qadir,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Multan Sultans
Brandon King,18,16,1,1,112.5,0,catch,Amad Butt,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi
Blessing Muzarabani,0,3,0,0,0.0,0,bowled,Shaheen Shah Afridi,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Lahore Qalandars
Blessing Muzarabani,0,2,0,0,0.0,0,catch,Mohammad Wasim,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
Blessing Muzarabani,0,2,0,0,0.0,0,bowled,Shaheen Shah Afridi,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
Usman Qadir,4,5,1,0,80.0,0,catch,Faheem Ashraf,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
Usman Qadir,7,2,0,1,350.0,0,not out,not out,2022,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Usman Qadir,12,10,0,1,120.0,0,catch,Shahnawaz Dahani,2022,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Usman Qadir,0,0,0,0,0.0,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Usman Qadir,6,3,1,0,200.0,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United
Usman Qadir,7,5,1,0,140.0,0,run out,run out,2023,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Mohammad Umar,0,1,0,0,0.0,0,catch,Mohammad Wasim,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
Mohammad Umar,3,8,0,0,37.5,0,catch,Muzarabani,2022,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Mohammad Umar,0,2,0,0,0.0,0,catch,Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Multan Sultans
Mohammad Umar,1,2,0,0,50.0,0,not out,not out,2023,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Jonathan Wells,55,43,6,3,127.9,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Islamabad United
Jonathan Wells,6,13,0,0,46.15,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans
Tom Lammonby,1,2,0,0,50.0,0,bowled,Imran Tahir,2022,"National Stadium, Karachi",Karachi Kings,Multan Sultans
Tom Lammonby,3,3,0,0,100.0,0,catch,Naseem Shah,2022,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Tom Lammonby,0,1,0,0,0.0,0,bowled,Khurram Shahzad,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Quetta Gladiators
Will Smeed,97,62,11,4,156.45,0,catch,Sameen Gul,2022,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
Will Smeed,30,35,3,1,85.71,0,catch,Mohammad Imran,2022,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Will Smeed,3,5,0,0,60.0,0,catch,Khushdil Shah,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Will Smeed,99,60,12,3,165.0,0,bowled,Salman Irshad,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Will Smeed,1,2,0,0,50.0,0,lbw,Willey,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
Will Smeed,10,11,2,0,90.9,0,catch,Usman Shinwari,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings
Will Smeed,17,11,1,1,154.54,0,bowled,Abrar Ahmed,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Will Smeed,32,25,6,0,128.0,0,lbw,Rashid Khan,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Will Smeed,0,1,0,0,0.0,0,lbw,Fazalhaq Farooqi,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
Will Smeed,26,22,1,2,118.18,0,catch,Mujeeb Ur Rahman,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Tom Kohler-Cadmore,22,16,3,1,137.5,0,catch,Mohammad Nawaz,2022,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Tom Kohler-Cadmore,0,3,0,0,0.0,0,bowled,Hasan Ali,2022,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Yasir Khan,30,12,4,2,250.0,0,catch,Mohammad Nawaz,2022,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Yasir Khan,14,9,3,0,155.55,0,catch,Faheem Ashraf,2022,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Yasir Khan,35,24,3,2,145.83,0,catch,Zahir Khan,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United
Yasir Khan,8,12,1,0,66.66,0,catch,Hasan Ali,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United
Yasir Khan,14,15,2,0,93.33,0,catch,Haris Rauf,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Yasir Khan,5,11,0,0,45.45,0,catch,Fazalhaq Farooqi,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
Yasir Khan,8,11,0,0,72.72,0,catch,Imad Wasim,2024,Multan Cricket Stadium,Multan Sultans,Islamabad United
Yasir Khan,8,13,1,0,61.53,0,stumped,Linde,2024,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars
Yasir Khan,43,37,6,0,116.21,0,catch,Salman Irshad,2024,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
Yasir Khan,33,16,4,2,206.25,0,bowled,Hunain Shah,2024,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United
Yasir Khan,12,11,2,0,109.09,0,catch,Mohammad Amir,2024,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
Yasir Khan,54,37,7,1,145.94,0,catch,Mehran Mumtaz,2024,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
Yasir Khan,6,6,1,0,100.0,0,catch,Imad Wasim,2024,"National Stadium, Karachi",Multan Sultans,Islamabad United
Abdullah Shafique,24,22,3,0,109.09,0,catch,Imran Tahir,2022,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
Abdullah Shafique,8,8,1,0,100.0,0,catch,Mohammad Nabi,2022,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Abdullah Shafique,41,31,3,2,132.25,0,catch,Usman Qadir,2022,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
Abdullah Shafique,44,24,6,1,183.33,0,bowled,Shadab Khan,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Abdullah Shafique,32,27,1,2,118.51,0,run out,run out,2022,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
Abdullah Shafique,4,3,1,0,133.33,0,lbw,Anwar Ali,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Abdullah Shafique,19,20,3,0,95.0,0,catch,Ghulam Mudassar,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Abdullah Shafique,8,12,1,0,66.66,0,catch,Mir Hamza,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Abdullah Shafique,5,8,1,0,62.5,0,lbw,Asif Afridi,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Abdullah Shafique,52,28,4,3,185.71,0,catch,Waqas Maqsood,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Abdullah Shafique,14,13,2,0,107.69,0,stumped,Asif Afridi,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Abdullah Shafique,75,41,5,5,182.92,0,catch,Wahab Riaz,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
Abdullah Shafique,45,24,4,2,187.5,0,catch,Curran,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Abdullah Shafique,15,14,1,1,107.14,0,bowled,Mohammad Nawaz,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Abdullah Shafique,48,35,6,1,137.14,0,catch,Pollard,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Abdullah Shafique,7,12,1,0,58.33,0,catch,Azmatullah Omarzai,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Abdullah Shafique,1,2,0,0,50.0,0,catch,Fazalhaq Farooqi,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
Abdullah Shafique,2,6,0,0,33.33,0,catch,Akif Javed,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Abdullah Shafique,0,2,0,0,0.0,0,lbw,Cottrell,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Abdullah Shafique,10,10,0,0,100.0,0,run out,run out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
Abdullah Shafique,65,40,8,2,162.5,0,catch,Anwar Ali,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Abdullah Shafique,28,22,0,3,127.27,0,bowled,Mills,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Abdullah Shafique,11,10,0,1,110.0,0,catch,Hosein,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Abdullah Shafique,6,7,0,0,85.71,0,not out,not out,2024,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans
Abdullah Shafique,55,39,5,1,141.02,0,catch,Muzarabani,2024,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Abdullah Shafique,59,39,3,2,151.28,0,not out,not out,2024,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
David Willey,0,0,0,0,0.0,0,not out,not out,2022,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
David Willey,0,0,0,0,0.0,0,not out,not out,2022,"National Stadium, Karachi",Multan Sultans,Islamabad United
David Willey,28,32,1,1,87.5,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Islamabad United
David Willey,0,1,0,0,0.0,0,bowled,Shaheen Shah Afridi,2022,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
David Willey,7,6,1,0,116.66,0,not out,not out,2024,Multan Cricket Stadium,Multan Sultans,Islamabad United
David Willey,25,23,1,1,108.69,0,lbw,Shaheen Shah Afridi,2024,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars
David Willey,0,1,0,0,0.0,0,catch,Arif Yaqoob,2024,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
David Willey,6,3,0,1,200.0,0,bowled,Imad Wasim,2024,"National Stadium, Karachi",Multan Sultans,Islamabad United
Mohammad Taha,6,9,0,0,66.66,0,catch,Mohammad Nawaz,2022,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Mohammad Taha,0,2,0,0,0.0,0,lbw,Shadab Khan,2022,"National Stadium, Karachi",Karachi Kings,Islamabad United
Ashir Qureshi,0,1,0,0,0.0,0,lbw,Imran Tahir,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
Azam Khan,12,12,1,0,100.0,0,catch,Khushdil Shah,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
Azam Khan,65,35,2,6,185.71,0,bowled,Shahid Afridi,2022,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Azam Khan,10,12,1,0,83.33,0,not out,not out,2022,"National Stadium, Karachi",Islamabad United,Lahore Qalandars
Azam Khan,16,7,2,1,228.57,0,catch,Umaid Asif,2022,"National Stadium, Karachi",Islamabad United,Karachi Kings
Azam Khan,0,1,0,0,0.0,0,run out,run out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
Azam Khan,22,14,2,1,157.14,0,run out,run out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings
Azam Khan,85,45,6,7,188.88,0,catch,Wahab Riaz,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Azam Khan,10,15,1,0,66.66,0,stumped,Rashid Khan,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Azam Khan,8,18,0,0,44.44,0,catch,Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans
Azam Khan,28,22,1,2,127.27,0,lbw,Howell,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Azam Khan,40,28,3,2,142.85,0,run out,run out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Azam Khan,44,28,6,1,157.14,0,catch,Muhammad Musa,2023,"National Stadium, Karachi",Islamabad United,Karachi Kings
Azam Khan,16,14,2,1,114.28,0,bowled,Abbas Afridi,2023,Multan Cricket Stadium,Islamabad United,Multan Sultans
Azam Khan,9,6,0,1,150.0,0,not out,not out,2023,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
Azam Khan,97,42,9,8,230.95,0,bowled,Smith,2023,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Azam Khan,4,7,0,0,57.14,0,lbw,Wiese,2023,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Azam Khan,72,41,8,4,175.6,0,not out,not out,2023,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
Azam Khan,35,25,2,2,140.0,0,catch,Umaid Asif,2023,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
Azam Khan,3,9,0,0,33.33,0,catch,Usama Mir,2023,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Azam Khan,2,3,0,0,66.66,0,bowled,Salman Irshad,2023,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Azam Khan,13,10,1,1,130.0,0,catch,Usama Mir,2024,Multan Cricket Stadium,Islamabad United,Multan Sultans
Azam Khan,1,4,0,0,25.0,0,catch,Hosein,2024,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
Azam Khan,75,30,6,6,250.0,0,catch,Naveen-ul-Haq,2024,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Azam Khan,29,14,4,1,207.14,0,not out,not out,2024,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
Azam Khan,29,19,3,2,152.63,0,catch,Ahsan Hafeez,2024,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
Azam Khan,9,8,1,0,112.5,0,catch,Zahid Mahmood,2024,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
Azam Khan,0,2,0,0,0.0,0,bowled,Abbas Afridi,2024,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Azam Khan,18,6,1,2,300.0,0,bowled,Hosein,2024,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Azam Khan,22,17,1,1,129.41,0,bowled,Wood,2024,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
Azam Khan,30,22,4,1,136.36,0,catch,Usama Mir,2024,"National Stadium, Karachi",Islamabad United,Multan Sultans
Mubasir Khan,9,9,0,0,100.0,0,catch,Anwar Ali,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
Mubasir Khan,21,19,2,1,110.52,0,catch,Hussain Talat,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Mubasir Khan,6,5,0,0,120.0,0,bowled,Shaheen Shah Afridi,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Mubasir Khan,5,7,1,0,71.42,0,catch,Umaid Asif,2023,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
Mubasir Khan,5,5,1,0,100.0,0,catch,Ihsanullah,2023,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Mubasir Khan,3,6,0,0,50.0,0,bowled,Rashid Khan,2023,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
Marchant de Lange,0,2,0,0,0.0,0,not out,not out,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
Marchant de Lange,7,6,0,0,116.66,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Marchant de Lange,2,4,0,0,50.0,0,catch,Haris Rauf,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Aarish Ali Khan,0,1,0,0,0.0,0,bowled,Wiese,2022,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Abdul Bangalzai,14,13,0,1,107.69,0,catch,Hasan Ali,2022,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Abdul Bangalzai,1,6,0,0,16.66,0,catch,Abbas Afridi,2023,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
Abdul Bangalzai,0,3,0,0,0.0,0,stumped,Imad Wasim,2023,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
Abdul Bangalzai,0,1,0,0,0.0,0,lbw,Shaheen Shah Afridi,2023,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Sahibzada Farhan,0,4,0,0,0.0,0,catch,Mohammad Umar,2022,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
Sahibzada Farhan,25,18,4,0,138.88,0,run out,run out,2022,"National Stadium, Karachi",Karachi Kings,Islamabad United
Sahibzada Farhan,62,43,6,3,144.18,0,catch,Mohammad Hasnain,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Sahibzada Farhan,2,8,0,0,25.0,0,catch,Mohammad Ali,2024,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans
Sahibzada Farhan,31,21,6,0,147.61,0,catch,Khushdil Shah,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Sahibzada Farhan,2,12,0,0,16.66,0,catch,Hunain Shah,2024,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
Ian Cockbain,31,19,5,0,163.15,0,catch,Usman Qadir,2022,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
Ian Cockbain,2,5,0,0,40.0,0,bowled,Hasan Ali,2022,"National Stadium, Karachi",Karachi Kings,Islamabad United
Ian Cockbain,14,13,0,1,107.69,0,catch,Wahab Riaz,2022,"Gaddafi Stadium, Lahore",Karachi Kings,Peshawar Zalmi
Harry Brook,37,26,5,0,142.3,0,catch,Waqas Maqsood,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Harry Brook,41,17,4,2,241.17,0,not out,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
